fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
Mytilene-Greece_(MJT),Andirrion-Greece_(ANT),FAST_FERRIES_ANDROS,AGIA_MARINI_NE,4.0,5.0,Cabin-3_Beds_[AB3],169.0,Three_Children,29.7913929022706,1994-09-01,15:59:49,1900-01-01_23:45:49,M,1983-02-12,Monaco,+1-043-826-8724,Sean,Wu,Sean.Wu@gmail.com,GB53BHPG77019513552101,Sean,Wu,10/32
Volos-Greece_(VOL),Pachi-Greece_(PME),APOLLON_HELLAS,SARONIC_FERRIES,9.0,2.0,Cabin-4_Beds_[A4K],67.0,Three_Children,81.7466725536334,2023-02-24,22:48:01,1900-01-02_07:33:01,F,1983-03-31,Czech_Republic,7577002627,Brittany,Marshall,Brittany.Marshall@gmail.com,GB56DNVI01625025665407,Brittany,Marshall,01/29
Moudhros-Greece_(MDR),Ithaki_(Ithaca)-Greece_(ITH),BLUE_STAR_PAROS,AEGEAN_FLYING_DOLPHINS,9.0,2.0,Cabin-2_Beds_(Ext.)_[A2],227.0,Retired_NAT,68.45995773730606,2012-04-19,16:34:53,1900-01-02_04:41:53,F,1993-09-08,Lesotho,+1-813-553-4366,Andrea,Ray,Andrea.Ray@gmail.com,GB14VAQI02373733136574,Andrea,Ray,04/25
KOTRONAS_LAKONIAS-Greece_(757),Politika-Greece_(PTK),F/B_ELEFTHERIOS_VENIZELOS,SAOS,5.0,2.0,Aviation_Seat_[ATS],262.0,Three_Children,36.46776898616051,2013-06-16,03:20:40,1900-01-01_06:07:40,F,2002-11-17,Rwanda,363-802-9474,Latoya,Austin,Latoya.Austin@gmail.com,GB17VXTL59290918759896,Latoya,Austin,02/24
Yerakini-Greece_(YER),Kastos_Island-Greece_(KSI),EKATERINI_P,SEAJETS,5.0,2.0,Cabin-2_Beds_(Ext.)_[A2],434.0,Three_Children,91.5730391660807,2018-11-16,18:13:14,1900-01-01_20:52:14,F,1986-01-04,Botswana,053.913.9970,Jamie,Simmons,Jamie.Simmons@gmail.com,GB80MNPQ05541985923272,Jamie,Simmons,02/29
PORTO_KARRA_KHALKIDIKES-Greece_(854),Lavrion_(Laurium)-Greece_(LAV),FIOR_DI_LEVANTE,SEAJETS,6.0,2.0,Cabin-4_Beds_(Ext.)_[A4],475.0,College_Student,44.38537259443876,2002-03-22,05:02:31,1900-01-01_18:46:31,F,2004-01-20,Dominican_Republic,272.091.5096,Angela,Lee,Angela.Lee@gmail.com,GB77MEBU82770108238329,Angela,Lee,11/32
Sougia_Chanion-Greece_(SOG),Lakkion-Greece_(PKK),FLYINGCAT_6,TRITON_FERRIES,5.0,3.0,Cabin-3_Beds_(Ext.)_[A3],479.0,Having_many_children,81.31357283870929,2015-06-16,00:07:45,1900-01-01_17:08:45,M,1980-08-03,Malawi,2998699657,Kevin,Robinson,Kevin.Robinson@gmail.com,GB47RCSO09045432734738,Kevin,Robinson,05/23
PANORMITES_SUMES-Greece_(088),Soupri-Greece_(SOR),KERKYRA_EXPRESS,KATEROS,7.0,6.0,Cabin-3_Beds_(Ext.)_[A3],20.0,No_discount,88.26198945478347,2009-03-19,18:56:55,1900-01-02_11:39:55,M,1983-03-13,Seychelles,732.276.6596,David,Chavez,David.Chavez@gmail.com,GB05KTBU74429352573254,David,Chavez,10/23
Paxi-Greece_(PAX),Oia_Kyklades-Greece_(OIK),F/B_KRITI_I,AGIA_MARINI_NE,4.0,4.0,Cabin-4_Beds_[AB4],164.0,Having_many_children,42.16030069351135,1981-11-02,03:58:21,1900-01-01_17:06:21,M,1989-07-30,Spain,986-936-2038,Jeremy,Palmer,Jeremy.Palmer@gmail.com,GB28LDQB53242592122594,Jeremy,Palmer,03/30
RAKHAI_PHTHIOTIDAS-Greece_(825),Limni-Greece_(LII),AGIA_THEODORA,TWOWAY_FERRIES,1.0,1.0,Cabin-3_Beds_[AB3],259.0,Having_many_children,22.195213249930266,1992-07-14,02:23:38,1900-01-01_06:06:38,F,2002-05-30,Algeria,9826493312,Tara,Graham,Tara.Graham@gmail.com,GB53CKTB61904071738995,Tara,Graham,01/30
MAKRONISOS-Greece_(856),Platygiali_Etoloakarnanias-Greece_(PLG),Η/S/F_FESTOS_PALACΕ,ANEK_LINES,8.0,8.0,Deck/Living_Room_[D]_,307.0,College_Student,38.697722088650565,2020-07-06,16:59:15,1900-01-01_22:37:15,M,1972-07-13,Macao,404.807.3526,Taylor,Giles,Taylor.Giles@gmail.com,GB82UEVF88866385181644,Taylor,Giles,11/28
Kos-Greece_(KGS),Kalymnos-Greece_(KMI),SUPERJET,ZANTE_FERRIES_,7.0,5.0,Aviation_Seat_[ATS],114.0,College_Student,43.0139972838323,2009-01-30,18:27:24,1900-01-01_21:00:24,F,1995-08-29,Niger,001-609-252-9520,Joy,Thompson,Joy.Thompson@gmail.com,GB85LMTG99059817652924,Joy,Thompson,04/32
Palaia_Fokaia-Greece_(PFA),Stavrochorion-Greece_(SCR),SMYRNA_DI_LEVANTE,SARONIC_FERRIES,3.0,1.0,Cabin-4_Beds_[A4K],340.0,College_Student,68.34416393209366,1974-05-21,02:38:34,1900-01-01_06:01:34,M,1989-04-02,Argentina,(718)112-2766,Cameron,Holmes,Cameron.Holmes@gmail.com,GB41AEGN62395088200272,Cameron,Holmes,04/24
Pachi-Greece_(PME),NIKETE_KHALKIDIKES-Greece_(796),VENUS_1,SEAJETS,6.0,2.0,Cabin-2_Beds_[A2K],149.0,Having_many_children,10.51803898254229,1996-04-05,15:28:47,1900-01-01_16:39:47,M,1987-03-26,Slovakia_(Slovak_Republic),148.510.5779,Jeremy,Rollins,Jeremy.Rollins@gmail.com,GB91BILE82260526781022,Jeremy,Rollins,01/32
Katapola-Greece_(KTP),Agia_Efimia-Greece_(AEF),PROTEAS,SEBECO_LINES,6.0,6.0,Cabin-4_Beds_[A4K],146.0,No_discount,27.1445494646169,1979-10-20,03:14:11,1900-01-01_20:54:11,M,1998-03-05,Holy_See_(Vatican_City_State),867-191-1974,Jonathan,Ballard,Jonathan.Ballard@gmail.com,GB72WNCR07181033805792,Jonathan,Ballard,08/25
KHOREUTO_BOLOU-Greece_(847),Nea_Moudhania-Greece_(NMA),SPEEDCAT_1,SAOS,1.0,1.0,Cabin-3_Beds_[AB3],388.0,Three_Children,11.026721297172507,1994-11-04,17:12:25,1900-01-02_03:56:25,M,2004-04-26,Antigua_and_Barbuda,+1-620-570-2844,Sean,Jones,Sean.Jones@gmail.com,GB19FVVH78670965394142,Sean,Jones,10/32
KOTRONAS_LAKONIAS-Greece_(757),Thira-Greece_(JTR),AGIA_THEODORA,AGIA_MARINI_NE,4.0,1.0,Aviation_Seat_[ATS],236.0,No_discount,33.09025199848668,1989-02-10,22:29:09,1900-01-02_11:04:09,F,1988-03-23,Tuvalu,2493362423,Tina,Parker,Tina.Parker@gmail.com,GB33WJUV88418029887127,Tina,Parker,03/24
Perama_Geras_Mytilinis-Greece_(PGM),Psakhna-Greece_(PSA),F/B_PORFYROUSA,ALPHA_LINES,3.0,3.0,Cabin-2_Beds_[A2K],39.0,Having_many_children,27.0436823379016,1999-07-10,22:00:21,1900-01-02_03:07:21,M,2000-12-29,Philippines,(901)786-5832,Melvin,Jackson,Melvin.Jackson@gmail.com,GB29IAIJ55056373057186,Melvin,Jackson,11/32
Rhodes-Greece_(RHO),Petra-Greece_(PLV),ANDROS_JET,DODEKANISSOS_SEAWAYS,1.0,1.0,Aviation_Seat_[ATS],295.0,Hoplites,88.72036290931102,1973-08-30,13:30:28,1900-01-02_01:18:28,F,1976-03-30,Nauru,3716779509,Lisa,Erickson,Lisa.Erickson@gmail.com,GB20CZQU69335044690372,Lisa,Erickson,07/27
Herakleia_Kykladon-Greece_(HRK),SUKAMINEA_LESBOU-Greece_(834),ARTEMIS,IONION_PELAGOS_NE,3.0,3.0,Cabin-2_Beds_(Ext.)_[A2],227.0,Retired_NAT,46.60699468704954,2012-11-23,04:41:13,1900-01-01_06:45:13,M,1973-01-18,Western_Sahara,0298165769,Dale,Garcia,Dale.Garcia@gmail.com,GB50GUON50084164667721,Dale,Garcia,12/28
Nea_Moudhania-Greece_(NMA),Glyfada_Saronikou-Greece_(GFD),EKATERINI_P,ΑΤΤΙCA_GROUP,6.0,3.0,Cabin-3_Beds_[AB3],7.0,Retired_NAT,92.4338101714954,1998-07-14,14:06:33,1900-01-01_19:20:33,M,1998-10-04,Malawi,410.025.1204,Caleb,Everett,Caleb.Everett@gmail.com,GB90ABYS60650814186206,Caleb,Everett,04/25
Salamis-Greece_(SAL),MOURTOS_THESPROTIAS-Greece_(781),AERO_1_HIGHSPEED,AEGEAN_FLYING_DOLPHINS,2.0,2.0,Cabin-4_Beds_[A4K],254.0,Having_many_children,38.13985225587399,1982-08-27,21:43:08,1900-01-02_09:14:08,M,1977-04-06,Japan,001-684-986-1478,Christopher,Baldwin,Christopher.Baldwin@gmail.com,GB14DGDT49531360459735,Christopher,Baldwin,05/31
Hydra_(Idhra)-Greece_(HYD),Pissaetos_Ithakis-Greece_(PIS),AERO_1_HIGHSPEED,FAST_FERRIES,1.0,1.0,Cabin-3_Beds_(Ext.)_[A3],221.0,No_discount,19.13859487748677,1996-06-14,02:03:24,1900-01-01_15:27:24,M,1985-06-04,South_Africa,(236)840-7232,Tim,Chase,Tim.Chase@gmail.com,GB06LEPU43321833352659,Tim,Chase,01/24
Agios_Nikolaos_Fokidas-Greece_(AGF),AGIOS_IOANNES_MAGNESIAS-Greece_(705),H/S/F_OLYMPIC_CHAMPION,KATEROS,6.0,7.0,Cabin-4_Beds_(Ext.)_[A4],383.0,College_Student,24.449340904896864,1998-01-02,00:31:35,1900-01-01_02:45:35,M,1994-10-26,Turks_and_Caicos_Islands,(777)688-4684,Matthew,Allen,Matthew.Allen@gmail.com,GB60JHIP59868825261012,Matthew,Allen,08/30
Galatas_Troizinas-Greece_(GAL),Chalkida-Greece_(CLK),CORFU_SPIRIT,NOVA_FERRIES,10.0,6.0,Cabin-4_Beds_[A4K],160.0,Having_many_children,71.05283206563814,2013-03-17,08:52:52,1900-01-01_16:59:52,M,1993-08-16,Macedonia,163.852.8089,Keith,Hill,Keith.Hill@gmail.com,GB52HWPM53828325127412,Keith,Hill,07/23
Adamas_Milos-Greece_(ADL),Myrtos_Beach-Greece_(MYB),CONTESSA_DI_LEVANTE,ANES_FERRIES,2.0,2.0,Aviation_Seat_[ATS],467.0,College_Student,83.75167641855379,2005-03-20,15:34:12,1900-01-02_06:05:12,M,1995-02-17,Gabon,(449)131-0239,Edward,Young,Edward.Young@gmail.com,GB11KRZV39367791156776,Edward,Young,09/30
Monemvasia-Greece_(MON),Skaloma-Greece_(SKM),NISOS_KALIMNOS,SEA_SPEED_FERRIES,3.0,4.0,Cabin-2_Beds_(Ext.)_[A2],466.0,No_discount,84.22802299450491,2021-09-17,09:40:21,1900-01-01_10:53:21,F,1992-10-16,Pitcairn_Islands,2185193631,Theresa,Dean,Theresa.Dean@gmail.com,GB18NPZJ11449028696572,Theresa,Dean,05/30
Istanbul-Greece_(TR-IST),PSATHOPURGOS_AKHAIAS-Greece_(848),ANDREAS_KALVOS,SEBECO_LINES,6.0,5.0,Aviation_Seat_[ATS],408.0,Retired_NAT,73.01178830216924,1984-11-05,15:24:06,1900-01-02_02:49:06,M,2001-05-13,Cocos_(Keeling)_Islands,(435)363-1205,William,Shah,William.Shah@gmail.com,GB62TTOC55137418052456,William,Shah,01/26
Palaia_Epidavros-Greece_(PEP),KALLONE_LESBOU-Greece_(743),HSC_CAT,KARISTIA,5.0,1.0,Cabin-4_Beds_[AB4],441.0,College_Student,67.48714961256273,1997-04-06,14:01:18,1900-01-01_19:36:18,M,1971-10-30,Guinea-Bissau,(874)626-8757,Robert,Martin,Robert.Martin@gmail.com,GB16VJWR06456498143934,Robert,Martin,04/27
Plakias_Rethimnou-Greece_(ALG),Skopelos-Greece_(SKO),ACHAIOS,NOVA_FERRIES,10.0,4.0,Cabin-2_Beds_(Ext.)_[AA2],233.0,Hoplites,49.29862422128173,2010-05-16,09:34:44,1900-01-01_16:06:44,F,2000-07-22,Hong_Kong,523-570-4075,Angela,Manning,Angela.Manning@gmail.com,GB14GBXR82026730773302,Angela,Manning,10/31
Agia_Roumeli-Greece_(ROU),KORTHION_ANDROU-Greece_(755),ADAMANTIOS_KORAIS,ΑΤΤΙCA_GROUP,5.0,3.0,Cabin-4_Beds_(Ext.)_[A4],362.0,No_discount,99.26562817870231,1996-02-09,04:38:08,1900-01-01_12:46:08,M,1995-03-22,Martinique,(929)271-0691,Kevin,Campbell,Kevin.Campbell@gmail.com,GB10GIBG99780831345748,Kevin,Campbell,10/26
Samos-Greece_(SMI),Pythagoreion-Greece_(PYT),F/B_IONIS,ΑΤΤΙCA_GROUP,10.0,10.0,Deck/Living_Room_[D]_,39.0,Having_many_children,44.18956782898806,2002-03-03,20:57:02,1900-01-02_03:25:02,F,1990-03-14,Australia,318.273.0255,Susan,Cruz,Susan.Cruz@gmail.com,GB61QGAH64504939986400,Susan,Cruz,11/28
MOURTOS_THESPROTIAS-Greece_(781),Petries_Evvoias-Greece_(PRE),CHAMPION_JET1,MIKRES_KYKLADES,5.0,3.0,Cabin-2_Beds_(Ext.)_[A2],454.0,College_Student,21.1158021596986,1990-02-16,16:55:59,1900-01-02_06:31:59,F,1976-06-19,Senegal,5132548442,Alison,Wallace,Alison.Wallace@gmail.com,GB17WTQW67379968238287,Alison,Wallace,12/23
