,fromHarbor,toHarbor,ship,shippingFirm,passengers,vehicles,position,seatNumber,discount,price,departureDate,departureTime,arrivalTime,gender,birth_date,nationality,phone_number,firstName,lastName,email,cardNumber,creditName,creditSurame,creditExpiration
151,"Kosta Ermionidas, Greece (KEM)","Katerini, Greece (KEI)",F/B KRITI II,ZANTE FERRIES ,2.0,2.0,Deck/Living Room [D] ,108.0,No discount,14.852387737013789,2021-06-24,22:46:33,1900-01-02 02:25:33,M,1989-08-14,Myanmar,1146196397,Michael,Gallagher,Michael.Gallagher@gmail.com,GB72QCPV11463787514145,Michael,Gallagher,11/27
152,"Oia Kyklades, Greece (OIK)","Amoliani, Greece (AMI)",Η/S/F KNOSSOS PALACΕ,AGIA MARINI NE,1.0,1.0,Cabin-2 Beds (Ext.) [A2],334.0,Retired NAT,72.83792935611027,2010-12-17,18:02:15,1900-01-02 09:19:15,M,1996-01-08,Madagascar,001-582-516-6205x3573,George,Smith,George.Smith@gmail.com,GB67WBSC77796495379250,George,Smith,11/29
153,"Platygiali Etoloakarnanias, Greece (PLG)","Gavrion, Greece (GAV)",NISOS KALIMNOS,KERKYRAIKES GRAMMES,5.0,3.0,Cabin-3 Beds [AB3],479.0,Hoplites,40.98164193707332,2023-04-09,23:48:33,1900-01-02 18:35:33,F,2004-05-22,Aruba,707.415.6198,Carmen,Singh,Carmen.Singh@gmail.com,GB40TIKI59423215842390,Carmen,Singh,08/26
154,"Nisiros, Greece (NIS)","Aktio Vonitsas, Greece (AKT)",POSEIDON HELLAS,ANE KALYMNOU,1.0,2.0,Cabin-3 Beds [AB3],116.0,Having many children,61.160299700550325,1973-01-11,01:29:08,1900-01-01 05:46:08,F,1985-01-23,Guam,001-631-866-8848x48495,Colleen,Weber,Colleen.Weber@gmail.com,GB49GQCX44598033395971,Colleen,Weber,04/28
155,"Eratini, Greece (ETK)","Diafanion, Greece (DIA)",FLYINGCAT 6,IONION PELAGOS NE,5.0,3.0,Cabin-2 Beds (Ext.) [AA2],273.0,Having many children,48.64205278709368,2011-09-19,11:06:14,1900-01-02 01:51:14,M,1994-06-21,Estonia,992-689-8355,Robert,Carter,Robert.Carter@gmail.com,GB13TUEM57558093788877,Robert,Carter,02/26
156,"Aigiali Amorgou, Greece (AIG)","Chania, Greece (CHQ)",MARE DI LEVANTE,NOVA FERRIES,1.0,1.0,Cabin-2 Beds (Ext.) [A2],370.0,Three Children,97.99150644501871,1980-05-21,01:01:43,1900-01-01 19:24:43,M,1991-04-14,Gabon,229-926-0040x364,Marcus,Keith,Marcus.Keith@gmail.com,GB97IORA65575413760969,Marcus,Keith,02/31
157,"Mylaki, Greece (MYL)","TUROS ARKADIAS, Greece (840)",FIOR DI LEVANTE,ΑΤΤΙCA GROUP,3.0,2.0,Cabin-4 Beds [AB4],460.0,Retired NAT,36.24110528823399,1988-08-27,07:37:58,1900-01-01 12:28:58,F,1994-11-28,United States Virgin Islands,893-278-3833x05320,Rebekah,Lopez,Rebekah.Lopez@gmail.com,GB05FAIN65388502596806,Rebekah,Lopez,05/31
158,"Koilas Ermionidos, Greece (KIN)","Kalamos Island (Lefkada), Greece (KAI)",FLYING DOLPHIN 29,ΑΤΤΙCA GROUP,5.0,3.0,Cabin-2 Beds (Ext.) [A2],127.0,Retired NAT,70.11218575654053,2010-06-02,10:34:17,1900-01-02 04:31:17,F,2003-03-29,Cuba,941.800.3982,Nicole,Pena,Nicole.Pena@gmail.com,GB36QJIQ60367937494658,Nicole,Pena,05/25
159,"Linoperamata Hrakliou, Greece (LIN)","MOKHLOS SETEIAS, Greece (782)",BLUE STAR NAXOS,IONION PELAGOS NE,10.0,8.0,Cabin-3 Beds (Ext.) [A3],410.0,Retired NAT,83.6698965730438,1980-08-10,04:46:07,1900-01-01 12:16:07,M,1975-09-29,Cyprus,723.048.1261x190,Nicholas,Baker,Nicholas.Baker@gmail.com,GB93ILQW98109412941653,Nicholas,Baker,01/24
160,"TURGUTREIS, Greece (TR901)","Pelasyia, Greece (PEL)",NISOS SAMOS,KERKYRAIKES GRAMMES,8.0,4.0,Aviation Seat [ATS],181.0,Hoplites,32.20067059130892,1999-07-24,09:49:54,1900-01-01 17:28:54,F,1989-01-05,Guinea,7246721978,Laura,Clark,Laura.Clark@gmail.com,GB57APZX10664074188413,Laura,Clark,12/29
161,"Khora Sfakion, Greece (CSF)","Eratini, Greece (ETK)",ADAMANTIOS KORAIS,NOVA FERRIES,7.0,2.0,Cabin-2 Beds (Ext.) [AA2],250.0,College Student,27.526118824367725,2014-03-17,15:56:41,1900-01-01 20:52:41,M,2004-10-08,Egypt,178-879-7728x45640,Bryan,Harris,Bryan.Harris@gmail.com,GB49SUGA10467795169345,Bryan,Harris,01/24
162,"Glyfa Fthiotidas, Greece (GLY)","Mathraki Diapontioi Island, Greece (MTR)",VENUS 1,NOVA FERRIES,6.0,1.0,Deck/Living Room [D] ,250.0,Retired NAT,62.75874328685075,2008-07-10,00:04:40,1900-01-01 05:32:40,F,1978-08-09,Svalbard & Jan Mayen Islands,+1-437-314-6068x813,Jennifer,Alexander,Jennifer.Alexander@gmail.com,GB30UGJC49625845380267,Jennifer,Alexander,05/30
163,"Trikeri, Greece (TRK)","Rafina, Greece (RAF)",MARE DI LEVANTE,TRITON FERRIES,9.0,1.0,Cabin-2 Beds (Ext.) [AA2],462.0,No discount,50.96611042540701,2023-10-23,07:06:34,1900-01-01 08:31:34,F,1982-01-20,Netherlands Antilles,001-912-448-8006x16306,Stephanie,Mcdonald,Stephanie.Mcdonald@gmail.com,GB66NITM99334195680390,Stephanie,Mcdonald,11/32
164,"Xirokambion, Greece (XKB)","AGIOS NIKOLAOS KHALKIDIKES, Greece (706)",AERO 2 HIGHSPEED,MIKRES KYKLADES,8.0,4.0,Cabin-2 Beds (Ext.) [AA2],90.0,No discount,63.934222752945004,1995-07-12,20:09:35,1900-01-02 13:52:35,M,1980-10-20,Bahrain,001-835-901-0488x29434,Scott,Sharp,Scott.Sharp@gmail.com,GB81VWGZ34983890851025,Scott,Sharp,11/29
165,"Lagos (Porto-Lago), Greece (PTL)","Othonoi, Greece (OTH)",OLYMPUS,SEBECO LINES,8.0,5.0,Cabin-3 Beds [AB3],341.0,Hoplites,16.12712510410103,1981-09-11,04:42:01,1900-01-01 11:35:01,M,1999-06-08,Dominica,001-084-118-1902x274,Justin,Baker,Justin.Baker@gmail.com,GB29DXID97402581962401,Justin,Baker,01/33
166,"Volos, Greece (VOL)","Amaliapolis, Greece (APL)",NAXOS JET,ALPHA LINES,5.0,2.0,Cabin-2 Beds (Ext.) [AA2],119.0,Three Children,67.8125062297525,1991-08-24,15:52:54,1900-01-02 05:02:54,F,1971-07-24,Fiji,001-194-205-8154x21503,Diane,Velez,Diane.Velez@gmail.com,GB81XJWH66107503038001,Diane,Velez,09/32
167,"Kimolos, Greece (KMS)","Agia Efimia, Greece (AEF)",BLUE STAR PAROS,ALPHA LINES,9.0,7.0,Cabin-2 Beds [A2K],77.0,Having many children,35.04678127649542,1973-09-16,19:58:42,1900-01-02 05:40:42,F,1988-10-26,French Guiana,(418)826-5799,Shelly,Green,Shelly.Green@gmail.com,GB27AVXS69647087280369,Shelly,Green,11/31
168,"Lixuri, Greece (LIX)","Siteia, Greece (JSH)",MEGAJET,KATEROS,6.0,4.0,Aviation Seat [ATS],421.0,College Student,62.25701006987793,1981-02-07,07:52:42,1900-01-02 02:42:42,M,1982-03-21,Slovakia (Slovak Republic),(728)218-1244,Jeffery,Fowler,Jeffery.Fowler@gmail.com,GB04XXTQ59225855514340,Jeffery,Fowler,05/29
169,"Pissaetos Ithakis, Greece (PIS)","Platygiali Etoloakarnanias, Greece (PLG)",NISOS KALIMNOS,KERKYRAIKES GRAMMES,1.0,1.0,Cabin-4 Beds [A4K],377.0,Having many children,43.615025601670176,2010-01-13,01:44:34,1900-01-01 15:54:34,M,1999-04-04,Norfolk Island,(997)895-1564x5691,Vincent,Suarez,Vincent.Suarez@gmail.com,GB49MAOH59623142746762,Vincent,Suarez,01/29
170,"Korinthos, Greece (KRT)","Ierissos, Greece (IES)",TERA JET,ANES FERRIES,6.0,7.0,Cabin-2 Beds (Ext.) [A2],304.0,Retired NAT,39.377967436505934,1984-03-30,13:23:49,1900-01-02 09:18:49,M,2004-07-14,Cambodia,(844)136-0760,James,Hernandez,James.Hernandez@gmail.com,GB73RJHQ12915350917973,James,Hernandez,06/27
171,"Kavala, Greece (KVA)","KORTHION ANDROU, Greece (755)",ATHINA,ALPHA LINES,5.0,3.0,Cabin-2 Beds [A2K],152.0,Retired NAT,29.878968319456106,1973-05-21,08:05:42,1900-01-01 18:32:42,M,1991-12-16,Iran,0019253426,Christopher,Thornton,Christopher.Thornton@gmail.com,GB09DWZO30043934866455,Christopher,Thornton,12/27
172,"PURGOS KARUSTIAS EUBOIAS, Greece (824)","PAMPHILA LESBOU, Greece (806)",EKATERINI P,KERKYRAIKES GRAMMES,7.0,2.0,Cabin-2 Beds [A2K],493.0,Retired NAT,24.162773088669624,1988-05-10,11:07:58,1900-01-01 12:44:58,M,1971-02-18,Peru,223.613.3564x46316,Jason,Smith,Jason.Smith@gmail.com,GB22RNIK28041047159130,Jason,Smith,09/31
173,"Kerkira (Corfu), Greece (CFU)","Skopelos, Greece (SKO)",SUPERRUNNER JET,ANEK LINES,4.0,5.0,Cabin-4 Beds [AB4],340.0,Three Children,31.54277410465359,1998-09-04,17:00:27,1900-01-01 21:23:27,F,1994-05-10,Swaziland,642.245.4032x79848,Amanda,Ramirez,Amanda.Ramirez@gmail.com,GB47DUXV09841883975827,Amanda,Ramirez,04/24
174,"KORTHION ANDROU, Greece (755)","Mesta Hiou, Greece (MHI)",F/B ELEFTHERIOS VENIZELOS,TWOWAY FERRIES,7.0,6.0,Cabin-4 Beds (Ext.) [A4],398.0,Three Children,96.17627417762785,1980-10-10,08:26:08,1900-01-01 20:09:08,F,1990-06-25,Lao People's Democratic Republic,+1-453-701-9472x573,Jane,Young,Jane.Young@gmail.com,GB39VXSJ09413042591130,Jane,Young,12/31
175,"Aigion, Greece (AEN)","Sikionia, Greece (SIK)",NISOS RODOS,SEA SPEED FERRIES,3.0,3.0,Deck/Living Room [D] ,367.0,Three Children,28.02857309171034,1972-02-17,00:31:05,1900-01-01 20:07:05,F,1997-08-03,Bolivia,714-384-2951,Angela,Chen,Angela.Chen@gmail.com,GB02VVOY69856665056703,Angela,Chen,02/27
176,"PURGOS KARUSTIAS EUBOIAS, Greece (824)","PAKHEIA AMMOS IERAPETRA, Greece (810)",FIOR DI LEVANTE,SARONIC FERRIES,7.0,7.0,Cabin-3 Beds (Ext.) [A3],233.0,College Student,91.51458362248924,1995-12-18,19:56:26,1900-01-02 10:31:26,F,1977-10-10,Spain,+1-602-637-7311,Grace,Cook,Grace.Cook@gmail.com,GB52BZEQ26354638383545,Grace,Cook,01/30
177,"Siteia, Greece (JSH)","Nea Karvali, Greece (NKV)",F/B KRITI I,TRITON FERRIES,5.0,4.0,Cabin-2 Beds [A2K],486.0,Retired NAT,67.5737120849169,2000-02-25,14:49:52,1900-01-02 05:22:52,F,1991-11-13,Guinea-Bissau,132.697.3995x955,Robin,Keller,Robin.Keller@gmail.com,GB68DPMP34216394617053,Robin,Keller,06/24
178,"MARONEIA SETEIAS, Greece (774)","Kastellorizou (ex Megisti), Greece (KAS)",ANO CHORA,KATEROS,2.0,3.0,Deck/Living Room [D] ,219.0,College Student,69.91605098207023,1975-10-05,04:33:03,1900-01-01 20:09:03,M,1981-05-29,Kenya,+1-330-208-6078x73361,Joseph,Atkinson,Joseph.Atkinson@gmail.com,GB52UVQY84576655998223,Joseph,Atkinson,06/23
179,"Nisiros, Greece (NIS)","AGIOS NIKOLAOS KHALKIDIKES, Greece (706)",BLUE STAR PATMOS,ALPHA LINES,6.0,7.0,Cabin-4 Beds [A4K],478.0,Hoplites,65.49866936893721,2002-05-28,12:42:31,1900-01-02 06:32:31,F,2000-12-14,Antigua and Barbuda,2622768009,Heather,Montes,Heather.Montes@gmail.com,GB14RQGJ85278502842442,Heather,Montes,06/28
180,"Paloukia, Greece (PAO)","MARATHOUPOLE MESSENIAS, Greece (772)",HIGHSPEED 4,ALPHA LINES,3.0,4.0,Cabin-3 Beds (Ext.) [A3],357.0,College Student,10.949658862998481,2012-10-06,11:41:31,1900-01-01 19:45:31,M,1994-04-10,Bolivia,001-866-155-7654x3285,Samuel,Mccoy,Samuel.Mccoy@gmail.com,GB54KUFB58803394900268,Samuel,Mccoy,12/31
181,"Souvala, Greece (SLA)","Kassos, Greece (KSJ)",ADAMANTIOS KORAIS,ΑΤΤΙCA GROUP,10.0,11.0,Cabin-4 Beds [AB4],271.0,Retired NAT,76.5568436130253,1990-09-02,02:11:01,1900-01-01 19:18:01,M,1972-10-02,Belgium,+1-239-662-9065x788,John,Mann,John.Mann@gmail.com,GB16GDLB95426512014857,John,Mann,04/27
182,"Altsi, Greece (ATS)","Kalathos Rodou, Greece (KLD)",POWER JET,AGIA MARINI NE,8.0,4.0,Cabin-2 Beds [A2K],92.0,Hoplites,62.624390208551375,1979-07-04,17:45:13,1900-01-02 04:40:13,F,1999-11-17,Tanzania,871-454-8815,Jamie,Brooks,Jamie.Brooks@gmail.com,GB41GNVV77200267797798,Jamie,Brooks,09/26
183,"PALAIOKASTRITSA KERKURAS, Greece (802)","Kalamos Island (Lefkada), Greece (KAI)",CONTESSA DI LEVANTE,ΑΤΤΙCA GROUP,5.0,4.0,Cabin-4 Beds [AB4],352.0,Hoplites,23.717014172644845,2005-10-28,04:20:10,1900-01-01 23:39:10,F,1999-09-16,Bahamas,+1-289-281-8842,Natalie,Ortiz,Natalie.Ortiz@gmail.com,GB25BYFB75022300658315,Natalie,Ortiz,07/24
184,"Skafidia, Greece (SKD)","Agios Konstantinos, Greece (AKO)",PROTEAS,MIKRES KYKLADES,10.0,3.0,Cabin-2 Beds (Ext.) [A2],103.0,Having many children,39.95605819770063,1989-05-31,15:02:42,1900-01-02 08:40:42,M,1999-11-10,Bhutan,853-615-4487x266,Michael,Hernandez,Michael.Hernandez@gmail.com,GB56BFBZ78754600017872,Michael,Hernandez,12/31
185,"Kato Achaia, Greece (KAH)","Piraeus, Greece (PIR)",ADAMANTIOS KORAIS,FAST FERRIES,2.0,1.0,Cabin-4 Beds (Ext.) [A4],128.0,Having many children,35.77571670130399,2001-06-26,05:53:59,1900-01-01 15:41:59,M,1971-02-19,Czech Republic,(918)152-3409x218,Kyle,Daniels,Kyle.Daniels@gmail.com,GB52EKXH43509158621369,Kyle,Daniels,03/24
186,"Agia Roumeli, Greece (ROU)","Brindisi, Greece (ITBDS)",SUPER STAR,SAOS,2.0,2.0,Aviation Seat [ATS],373.0,Hoplites,15.466912346311316,2000-09-09,02:48:26,1900-01-01 21:17:26,M,1992-09-29,Madagascar,266-846-0875x00915,Malik,Wong,Malik.Wong@gmail.com,GB25PZTA50395142512841,Malik,Wong,09/26
187,"Nea Moudhania, Greece (NMA)","PSATHOPURGOS AKHAIAS, Greece (848)",MEGAJET,AGIA MARINI NE,1.0,2.0,Cabin-2 Beds (Ext.) [A2],351.0,Retired NAT,85.23820560289359,2004-04-08,07:48:33,1900-01-01 09:10:33,M,1971-04-13,Christmas Island,001-042-236-7426x9708,Paul,Mcclain,Paul.Mcclain@gmail.com,GB82JCDZ71963897298717,Paul,Mcclain,02/32
188,"Agistri Aiginas, Greece (AGG)","Arkitsa, Greece (ARK)",ANDREAS KALVOS,KERKYRAIKES GRAMMES,3.0,4.0,Aviation Seat [ATS],162.0,No discount,71.0176205408242,2010-09-24,15:15:35,1900-01-01 18:36:35,M,1979-12-31,Portugal,001-258-787-5863x8390,Anthony,Hughes,Anthony.Hughes@gmail.com,GB81CWEK84018322143153,Anthony,Hughes,07/24
189,"NEA MEKHANIONA THES/NIKES, Greece (791)","Alexandroupolis, Greece (AXD)",F/B PREVELIS,AEGEAN FLYING DOLPHINS,6.0,5.0,Cabin-2 Beds [A2K],34.0,College Student,11.60729879357443,2016-05-14,03:03:34,1900-01-01 16:10:34,M,1988-11-25,Czech Republic,+1-691-488-1675x18118,Jeffrey,Day,Jeffrey.Day@gmail.com,GB24OAFZ10193260581201,Jeffrey,Day,09/26
190,"OLUMPIADA KHALKIDIKES, Greece (800)","Paros, Greece (PAS)",ANO CHORA,TWOWAY FERRIES,1.0,2.0,Deck/Living Room [D] ,453.0,Having many children,33.811915486873424,2010-10-19,04:11:10,1900-01-01 14:53:10,F,1989-08-31,Macedonia,+1-007-105-6942x265,Peggy,Wheeler,Peggy.Wheeler@gmail.com,GB95NDKV43999479410998,Peggy,Wheeler,11/28
191,"Mylaki, Greece (MYL)","Agia Marina Fthiotidas, Greece (AGM)",CONTESSA DI LEVANTE,SEAJETS,7.0,6.0,Aviation Seat [ATS],280.0,Retired NAT,39.45404433768954,2004-10-23,04:49:41,1900-01-01 18:45:41,F,1981-10-18,Switzerland,+1-033-100-3315x944,Misty,Smith,Misty.Smith@gmail.com,GB03KCYX25282636922489,Misty,Smith,07/27
192,"Altsi, Greece (ATS)","Alexandroupolis, Greece (AXD)",NIKOLAOS,FAST FERRIES,7.0,7.0,Cabin-4 Beds [A4K],165.0,Three Children,52.30425635785383,1978-09-19,03:42:28,1900-01-01 17:45:28,F,1991-12-12,Liechtenstein,(705)988-5978x0833,Lisa,Steele,Lisa.Steele@gmail.com,GB70CBJJ84742496672235,Lisa,Steele,10/23
193,"KOTSINAS LEMNOU, Greece (758)","Ouranopolis, Greece (OUR)",BLUE STAR MYCONOS,SARONIC FERRIES,1.0,2.0,Cabin-3 Beds [AB3],413.0,Hoplites,16.86646475167736,1999-03-20,00:42:03,1900-01-01 09:44:03,F,1989-05-13,Albania,(909)830-9442,Maria,Cabrera,Maria.Cabrera@gmail.com,GB95AATX18380685316734,Maria,Cabrera,11/23
194,"Pissaetos Ithakis, Greece (PIS)","PANAGIOUDA LESBOU, Greece (807)",THEOLOGOS P,KATEROS,4.0,1.0,Cabin-4 Beds [AB4],357.0,Three Children,80.43296534351073,1992-11-15,03:30:31,1900-01-01 05:36:31,F,1996-08-07,Indonesia,+1-254-762-4947,Morgan,Hill,Morgan.Hill@gmail.com,GB33IROK73067446735684,Morgan,Hill,10/30
195,"Hydra (Idhra), Greece (HYD)","KORTHION ANDROU, Greece (755)",IONION PELAGOS,SEA SPEED FERRIES,7.0,8.0,Cabin-4 Beds [A4K],185.0,Hoplites,89.65050677509782,2008-03-06,07:09:53,1900-01-02 00:26:53,F,2002-10-07,Wallis and Futuna,(374)849-6658x000,Kelly,Gonzalez,Kelly.Gonzalez@gmail.com,GB65DXKU35993740740203,Kelly,Gonzalez,03/28
196,"Agia Kyriaki (Trikeri Magnisia), Greece (AKM)","Leonidion, Greece (LND)",KALYMNOS DOLPHIN,ZANTE FERRIES ,4.0,3.0,Cabin-2 Beds [A2K],432.0,Retired NAT,92.92241223658087,1995-04-27,23:33:29,1900-01-02 13:15:29,F,2001-08-16,Vanuatu,3087048686,Beth,Long,Beth.Long@gmail.com,GB76AOVK32818264541769,Beth,Long,07/27
197,"ALMUROPOTAMOS, Greece (063)","Kos, Greece (KGS)",PSARA GLORY,ANES FERRIES,6.0,1.0,Cabin-2 Beds (Ext.) [A2],34.0,Three Children,37.60704242433052,1998-04-25,20:21:41,1900-01-02 03:17:41,F,1988-07-23,Angola,(249)435-4194,Kelly,Black,Kelly.Black@gmail.com,GB56IZIT43182631102950,Kelly,Black,12/29
198,"Petani Beach, Greece (PEB)","Argostolion, Greece (ARM)",POSEIDON HELLAS,FAST FERRIES,4.0,2.0,Aviation Seat [ATS],54.0,Retired NAT,35.83557152520374,1977-09-20,20:23:07,1900-01-02 04:18:07,F,2001-02-11,Austria,655-766-7418,Lisa,Miller,Lisa.Miller@gmail.com,GB60XGUI41304670311515,Lisa,Miller,08/31
199,"Ouranopolis, Greece (OUR)","Hydra (Idhra), Greece (HYD)",Η/S/F FESTOS PALACΕ,FAST FERRIES,2.0,2.0,Cabin-4 Beds [AB4],445.0,College Student,76.52767081206191,2001-01-28,02:35:19,1900-01-01 13:28:19,M,1997-02-18,Taiwan,765.049.4760x443,John,Cunningham,John.Cunningham@gmail.com,GB92LTGB19447318014126,John,Cunningham,06/25
200,"Leonidion, Greece (LND)","Venice, Greece (ITVCE)",PROTEAS,ALPHA LINES,10.0,7.0,Cabin-2 Beds [A2K],444.0,Three Children,13.22801161448146,2014-06-06,01:37:18,1900-01-01 05:18:18,M,1982-12-13,Colombia,750.852.5764x107,Richard,Pierce,Richard.Pierce@gmail.com,GB84XKTT69715059877906,Richard,Pierce,09/26
201,"Kalamata, Greece (KLX)","Yali Island, Greece (YLI)",SIMI,SEAJETS,6.0,7.0,Cabin-2 Beds (Ext.) [AA2],24.0,College Student,17.441766302315838,2023-07-05,23:30:51,1900-01-02 10:46:51,M,1982-03-21,Hong Kong,6327923178,Robert,Macdonald,Robert.Macdonald@gmail.com,GB66GIZT84617386570390,Robert,Macdonald,02/29
202,"Korinthos, Greece (KRT)","EPANOME THESSALONIKES, Greece (735)",SUPER STAR,SARONIC FERRIES,5.0,2.0,Cabin-3 Beds [AB3],178.0,College Student,65.33865309481749,2003-04-08,03:11:52,1900-01-01 18:45:52,F,2000-07-08,Holy See (Vatican City State),433-128-9551x39524,Mary,Kim,Mary.Kim@gmail.com,GB51KCQG23146919674695,Mary,Kim,04/24
203,"Mykonos, Greece (JMK)","Pissaetos Ithakis, Greece (PIS)",HSC CAT,DODEKANISSOS SEAWAYS,1.0,1.0,Deck/Living Room [D] ,453.0,No discount,65.44679030454517,1996-09-18,05:07:46,1900-01-01 09:12:46,M,1994-12-26,Maldives,5971743168,Michael,Anderson,Michael.Anderson@gmail.com,GB69OQBM61577269526419,Michael,Anderson,10/27
204,"Molyvos, Greece (MOL)","Paxi, Greece (PAX)",SEMPEKO 2,ZANTE FERRIES ,9.0,7.0,Cabin-4 Beds [AB4],310.0,No discount,58.395772735692894,2006-12-22,22:58:29,1900-01-02 09:10:29,M,1988-07-14,Korea,(835)689-1864,Andrew,Williams,Andrew.Williams@gmail.com,GB30JOJH32823748330464,Andrew,Williams,10/31
205,"Keratsinion, Greece (KTS)","Pitra, Greece (PIT)",SUPERJET,TRITON FERRIES,5.0,1.0,Cabin-3 Beds [AB3],395.0,College Student,62.65693679128915,2023-07-09,12:02:13,1900-01-01 19:17:13,F,1980-03-03,Fiji,001-257-891-3241x255,Erika,Park,Erika.Park@gmail.com,GB85YROC15668586829187,Erika,Park,01/31
206,"Ormos Panormou, Greece (PNT)","Neapolis, Greece (NEA)",MASTERJET,GOUTOS LINES,5.0,3.0,Cabin-3 Beds [AB3],204.0,Three Children,32.36681307856942,1984-01-24,14:34:15,1900-01-01 23:36:15,F,1972-11-23,Australia,+1-718-105-2879,Catherine,Williamson,Catherine.Williamson@gmail.com,GB11JSDA50980029425266,Catherine,Williamson,12/32
207,"Zakynthos, Greece (ZTH)","Suda Bay, Greece (SUD)",BLUE GALAXY,DODEKANISSOS SEAWAYS,5.0,4.0,Cabin-4 Beds (Ext.) [A4],212.0,Three Children,89.16746260503021,2003-08-04,06:50:32,1900-01-02 02:24:32,M,1996-11-24,Sweden,+1-971-628-6986x22057,John,Black,John.Black@gmail.com,GB80KAAF13401409018777,John,Black,01/26
208,"Rhodes, Greece (RHO)","NEA POTIDAIA KHALKIDIKES, Greece (792)",AERO 2 HIGHSPEED,AEGEAN FLYING DOLPHINS,10.0,4.0,Cabin-2 Beds [A2K],213.0,Having many children,77.23294458543324,1980-08-04,00:38:56,1900-01-01 10:15:56,F,1984-01-29,Guinea-Bissau,(792)161-9029x80132,Jennifer,Little,Jennifer.Little@gmail.com,GB02TNJM03163887413055,Jennifer,Little,06/23
209,"Khora Sfakion, Greece (CSF)","PANAGIOUDA LESBOU, Greece (807)",BLUE STAR 2,ZANTE FERRIES ,3.0,1.0,Cabin-3 Beds [AB3],232.0,Having many children,73.11095711308235,1995-06-22,13:09:30,1900-01-01 18:44:30,F,1985-02-27,Czech Republic,+1-236-421-5320x312,Tammy,Abbott,Tammy.Abbott@gmail.com,GB25SHDZ28838440938180,Tammy,Abbott,05/27
210,"Tolo Argolidos, Greece (TLA)","Nisiros, Greece (NIS)",ARTEMIS,ZANTE FERRIES ,9.0,5.0,Cabin-2 Beds (Ext.) [AA2],307.0,College Student,41.72812846443896,2009-11-23,14:00:36,1900-01-01 21:22:36,M,2004-05-11,Netherlands,+1-704-031-3974,James,Larsen,James.Larsen@gmail.com,GB57JDTL62626346916052,James,Larsen,01/28
211,"Stavros Halkidikis, Greece (SHA)","Anafi, Greece (ANA)",SMYRNA DI LEVANTE,MINOAN LINES,3.0,3.0,Cabin-2 Beds (Ext.) [AA2],352.0,Retired NAT,34.79992818401087,2002-07-17,07:35:41,1900-01-01 17:41:41,F,1996-07-15,Greenland,001-192-040-7384x860,Kimberly,Callahan,Kimberly.Callahan@gmail.com,GB45FYVZ79926918587795,Kimberly,Callahan,09/24
212,"Kos, Greece (KGS)","Mesolongion, Greece (MEL)",EXPRESS SKIATHOS,SEBECO LINES,2.0,3.0,Cabin-3 Beds [AB3],431.0,Three Children,39.36911740781979,1972-05-09,01:33:12,1900-01-01 13:03:12,M,2000-10-26,French Guiana,+1-112-782-7098x528,Joe,Kennedy,Joe.Kennedy@gmail.com,GB94URZE54397042915859,Joe,Kennedy,04/25
213,"ARMENISTES RODOU, Greece (718)","Mylaki, Greece (MYL)",SMYRNA DI LEVANTE,ANES FERRIES,7.0,1.0,Cabin-2 Beds (Ext.) [A2],289.0,No discount,53.576396686893055,2000-08-14,05:09:19,1900-01-01 08:40:19,F,1995-10-30,Bangladesh,424-493-7022x42909,Melody,Simmons,Melody.Simmons@gmail.com,GB26HAIW90235726803908,Melody,Simmons,09/25
214,"Kavala, Greece (KVA)","ALUKE BOLOU, Greece (711)",SUPERJET,NOVA FERRIES,4.0,2.0,Aviation Seat [ATS],159.0,Hoplites,62.479421584454194,2014-07-27,03:54:55,1900-01-01 09:14:55,F,1992-06-11,Bulgaria,(248)877-2944x16384,Amber,Leblanc,Amber.Leblanc@gmail.com,GB39LYUM93128845624282,Amber,Leblanc,07/32
215,"Atalandi, Greece (ATA)","Altsi, Greece (ATS)",CONTESSA DI LEVANTE,SEBECO LINES,6.0,4.0,Aviation Seat [ATS],20.0,No discount,37.45681239329603,2006-03-17,23:21:20,1900-01-02 13:18:20,M,1983-08-17,Egypt,001-867-102-9326,Daniel,Johnson,Daniel.Johnson@gmail.com,GB46QORJ48408455463289,Daniel,Johnson,02/33
216,"Agiokampos Larissas, Greece (AGK)","Sami, Greece (SAI)",Η/S/F KNOSSOS PALACΕ,FAST FERRIES,7.0,4.0,Cabin-2 Beds [A2K],120.0,No discount,49.75028045867539,1976-02-24,02:53:03,1900-01-01 22:26:03,F,1982-01-13,Lithuania,+1-996-499-5435x94927,Kimberly,Perez,Kimberly.Perez@gmail.com,GB33ASRS53633066310679,Kimberly,Perez,10/29
217,"Mytilene, Greece (MJT)","RAKHAI PHTHIOTIDAS, Greece (825)",IONION PELAGOS,FAST FERRIES,4.0,2.0,Cabin-2 Beds [A2K],115.0,Having many children,45.92401897894239,2010-02-03,11:43:08,1900-01-01 16:38:08,M,1991-03-01,Tanzania,602-949-5564x68678,Scott,Landry,Scott.Landry@gmail.com,GB68SAIS01368313125910,Scott,Landry,10/28
218,"Ierissos, Greece (IES)","Nafplion, Greece (NAF)",EKATERINI P,GOUTOS LINES,1.0,1.0,Cabin-4 Beds (Ext.) [A4],47.0,College Student,80.58303378742868,2004-05-19,06:33:32,1900-01-01 07:39:32,M,1980-01-26,Niue,386-061-2937x88949,Scott,Mercer,Scott.Mercer@gmail.com,GB98EAKI14389014508800,Scott,Mercer,07/25
