	fromHarbor	toHarbor	ship	shippingFirm	passengers	vehicles	position	seatNumber	discount	price	departureDate	departureTime	arrivalTime	gender	birth_date	nationality	phone_number	firstName	lastName	email	cardNumber	creditName	creditSurame	creditExpiration
179	PLATAMONAS PIERIAS, Greece (816)	Agio Theodoroi, Greece (AGT)	F/B ΕLYROS	KATEROS	1.0	2.0	Aviation Seat [ATS]	308.0	Three Children	41.18631930196104	2007-07-26	02:09:16	1900-01-01 19:04:16	F	1999-09-04	Saint Martin	001-671-075-4031	Hannah	Allen	Hannah.Allen@gmail.com	GB27ZCQE09154366094014	Hannah	Allen	08/31
180	Eginion, Greece (EGI)	TURGUTREIS, Greece (TR901)	KALYMNOS DOLPHIN	DODEKANISSOS SEAWAYS	7.0	3.0	Cabin-2 Beds (Ext.) [AA2]	278.0	College Student	39.16182835701951	2006-09-27	11:49:13	1900-01-02 03:41:13	M	2003-12-05	Falkland Islands (Malvinas)	1721025183	Patrick	Campbell	Patrick.Campbell@gmail.com	GB58SIGR62142098752235	Patrick	Campbell	03/25
181	Aspropirgos, Greece (ASS)	Monemvasia, Greece (MON)	AQUA JEWEL	ΑΤΤΙCA GROUP	8.0	4.0	Cabin-4 Beds (Ext.) [A4]	258.0	Hoplites	62.08348638214705	1991-09-03	19:10:37	1900-01-02 11:41:37	M	1972-03-20	Mauritania	001-862-090-5670x6737	Daniel	Davis	Daniel.Davis@gmail.com	GB32XXOZ23905677081801	Daniel	Davis	09/32
182	Spetsai, Greece (SPE)	NEA POTIDAIA KHALKIDIKES, Greece (792)	SPEEDCAT 1	MIKRES KYKLADES	5.0	4.0	Cabin-4 Beds [AB4]	397.0	Hoplites	66.51882058979695	1996-01-26	10:42:16	1900-01-01 21:15:16	F	1991-12-29	Congo	(165)038-6593x7635	Christy	Sanchez	Christy.Sanchez@gmail.com	GB76NLCQ48652011159026	Christy	Sanchez	04/27
183	Stratoni, Greece (STI)	Lefkimmi, Greece (LFK)	SEMPEKO 2	TRITON FERRIES	9.0	6.0	Cabin-4 Beds (Ext.) [A4]	232.0	Having many children	10.76893831565441	2022-01-14	19:59:25	1900-01-02 04:00:25	M	1979-04-18	Colombia	+1-381-213-6626x13841	Marcus	Patton	Marcus.Patton@gmail.com	GB40MLFA80417592159551	Marcus	Patton	09/31
184	Kerkira (Corfu), Greece (CFU)	Amaliapolis, Greece (APL)	ANDREAS KALVOS	TWOWAY FERRIES	3.0	4.0	Cabin-2 Beds (Ext.) [A2]	4.0	Hoplites	80.41812186716066	1993-06-27	03:31:40	1900-01-01 09:48:40	F	1977-05-12	Japan	756-654-1738	Deborah	Gentry	Deborah.Gentry@gmail.com	GB34FHBW29760386760950	Deborah	Gentry	12/28
185	Khora Sfakion, Greece (CSF)	Oropos, Greece (ORO)	ANO CHORA	ΑΤΤΙCA GROUP	2.0	3.0	Cabin-3 Beds [AB3]	57.0	College Student	66.5803254437744	2023-02-28	14:55:08	1900-01-01 18:30:08	F	1980-02-03	Mozambique	+1-187-110-6957x75761	Stephanie	Medina	Stephanie.Medina@gmail.com	GB49JEVN49970300613812	Stephanie	Medina	08/29
186	Agia Marina Lerou, Greece (AML)	Agia Efimia, Greece (AEF)	POWER JET	MIKRES KYKLADES	5.0	3.0	Cabin-2 Beds (Ext.) [AA2]	113.0	Hoplites	64.82979007016228	1988-12-02	15:14:10	1900-01-02 01:52:10	M	1986-03-14	Guyana	831.443.8556	Scott	Bartlett	Scott.Bartlett@gmail.com	GB91YNCT63670521633013	Scott	Bartlett	04/30
187	Katapola, Greece (KTP)	Agia Marina Grammatikou Attikis, Greece (GMA)	SIFNOS JET	KATEROS	1.0	2.0	Cabin-3 Beds [AB3]	120.0	Hoplites	85.938516057521	1981-09-12	01:22:52	1900-01-01 11:53:52	M	1972-07-07	Saint Martin	795.909.6505x53886	Justin	Bauer	Justin.Bauer@gmail.com	GB56DUJI92633928845166	Justin	Bauer	10/25
188	Methoni, Greece (MET)	Mesta Hiou, Greece (MHI)	HELLENIC HIGHSPEED	ANES FERRIES	8.0	7.0	Cabin-4 Beds (Ext.) [A4]	324.0	No discount	92.56878571962474	1999-06-21	11:55:55	1900-01-01 17:44:55	F	1976-04-10	Belarus	+1-654-166-0288	Jennifer	Hopkins	Jennifer.Hopkins@gmail.com	GB83DTNE25384184952006	Jennifer	Hopkins	08/32
189	Ouranopolis, Greece (OUR)	Phserimos Dodekanisou, Greece (PSE)	BLUE STAR NAXOS	KERKYRAIKES GRAMMES	7.0	5.0	Cabin-3 Beds [AB3]	165.0	Retired NAT	51.55075059386065	1980-04-16	15:38:46	1900-01-02 09:42:46	M	1980-11-01	Uruguay	001-766-868-2570x7621	Charles	Colon	Charles.Colon@gmail.com	GB70CDZY26501961568220	Charles	Colon	11/26
190	Skaloma, Greece (SKM)	Korinthos, Greece (KRT)	Η/S/F FESTOS PALACΕ	AEGEAN FLYING DOLPHINS	4.0	1.0	Cabin-3 Beds (Ext.) [A3]	266.0	College Student	41.18306590381095	2019-06-13	18:43:23	1900-01-01 19:45:23	M	1976-08-23	Kyrgyz Republic	(517)417-9969x82900	John	Wells	John.Wells@gmail.com	GB59VIVW49459343917390	John	Wells	07/29
191	Keramoti, Greece (KER)	PAKHEIA AMMOS IERAPETRA, Greece (810)	F/B IONIS	AGIA MARINI NE	1.0	2.0	Cabin-3 Beds (Ext.) [A3]	325.0	Three Children	14.520138568201418	1972-02-02	20:18:53	1900-01-02 12:34:53	M	1991-08-11	India	831.332.8040x48294	Robert	Wright	Robert.Wright@gmail.com	GB19WUVX08380770490986	Robert	Wright	04/26
192	Agia Efimia, Greece (AEF)	Agios Kirykos, Greece (AKI)	SUPERFAST I	AEGEAN FLYING DOLPHINS	9.0	3.0	Cabin-2 Beds (Ext.) [A2]	82.0	Retired NAT	97.49579818486556	1990-12-30	17:21:53	1900-01-01 19:25:53	F	1986-02-23	Faroe Islands	(987)128-6570x436	Kristin	Ponce	Kristin.Ponce@gmail.com	GB98PDEC67226125463113	Kristin	Ponce	09/26
193	KSULOKASTRO KORINTHIAS, Greece (798)	Kavala, Greece (KVA)	KERKIRA	NOVA FERRIES	2.0	2.0	Cabin-2 Beds [A2K]	321.0	Having many children	30.987476165658634	2014-10-09	11:57:24	1900-01-01 21:44:24	F	1979-07-10	Yemen	(369)254-9615	Caroline	Hamilton	Caroline.Hamilton@gmail.com	GB53WUXP07836957370358	Caroline	Hamilton	04/30
194	ARMENISTES RODOU, Greece (718)	Saint Nicolas, Greece (STN)	ALKINOOS	KERKYRAIKES GRAMMES	4.0	2.0	Cabin-4 Beds [AB4]	477.0	Retired NAT	25.15305253347776	1992-05-04	19:26:27	1900-01-02 06:45:27	M	1988-09-16	Saint Lucia	001-234-951-4578x79050	Michael	Jackson	Michael.Jackson@gmail.com	GB98ZDYL45704670472412	Michael	Jackson	03/31
195	Anafi, Greece (ANA)	Petani Beach, Greece (PEB)	MARE DI LEVANTE	SAOS	4.0	5.0	Cabin-2 Beds (Ext.) [A2]	151.0	College Student	33.611841109205514	2004-09-22	19:08:15	1900-01-01 22:55:15	F	1981-04-03	Anguilla	+1-684-535-8579	Sandra	Suarez	Sandra.Suarez@gmail.com	GB66FWFZ25958576119865	Sandra	Suarez	01/33
196	Karkinagri Ikarias, Greece (KAG)	Drepano Riou, Greece (DRE)	SUPERJET	AGIA MARINI NE	1.0	2.0	Cabin-4 Beds [A4K]	195.0	Retired NAT	83.6513499811342	2021-11-22	23:38:38	1900-01-02 13:05:38	F	1989-06-07	Somalia	278.268.7880	Olivia	Bryant	Olivia.Bryant@gmail.com	GB30WFTD49761168308996	Olivia	Bryant	09/28
197	Sikionia, Greece (SIK)	Stratoni, Greece (STI)	ARTEMIS	LEBANTE FERRIES	10.0	7.0	Cabin-3 Beds (Ext.) [A3]	120.0	Having many children	76.24763932614768	1971-07-30	06:55:52	1900-01-02 01:26:52	F	1988-09-26	Bermuda	001-950-710-3067x8453	Anna	Butler	Anna.Butler@gmail.com	GB61BZIW22344752306462	Anna	Butler	02/33
198	Mesolongion, Greece (MEL)	Platygiali Etoloakarnanias, Greece (PLG)	SUPERFAST XI	IONION PELAGOS NE	7.0	1.0	Cabin-3 Beds (Ext.) [A3]	53.0	College Student	41.05007869708622	1971-09-12	11:03:23	1900-01-01 14:30:23	M	1979-10-02	Hungary	029.467.8798x566	Brian	Edwards	Brian.Edwards@gmail.com	GB34ZVAI79746820348188	Brian	Edwards	01/28
199	Symi, Greece (SYM)	Pteleos, Greece (PTE)	AQUA JEWEL	ZANTE FERRIES 	8.0	8.0	Cabin-4 Beds [AB4]	436.0	Three Children	93.18166171921933	1983-04-14	06:40:13	1900-01-01 21:58:13	F	1977-05-15	Norway	497.959.3793x01171	Anna	Dunlap	Anna.Dunlap@gmail.com	GB72NRZQ45339030484995	Anna	Dunlap	11/26
200	KAMEIROS SKALA RHODES, Greece (KSK)	Thira, Greece (JTR)	HIGHSPEED 4	SARONIC FERRIES	5.0	3.0	Cabin-4 Beds (Ext.) [A4]	426.0	Retired NAT	91.65577269019052	2010-03-08	07:42:45	1900-01-01 10:02:45	F	1975-11-06	Azerbaijan	883-058-1700x4238	Megan	Davis	Megan.Davis@gmail.com	GB18VUGK26427478660654	Megan	Davis	07/32
201	Nisiros, Greece (NIS)	Altsi, Greece (ATS)	NIKOLAOS	ANEK LINES	9.0	2.0	Cabin-4 Beds [AB4]	391.0	Three Children	42.15886366816102	1996-03-31	06:25:43	1900-01-01 23:19:43	M	1998-02-21	Samoa	852.963.6744	Jordan	Jenkins	Jordan.Jenkins@gmail.com	GB50NGGT33426647308419	Jordan	Jenkins	12/24
202	Stavros Halkidikis, Greece (SHA)	Karystos, Greece (KST)	ACHAIOS	LEBANTE FERRIES	9.0	3.0	Cabin-3 Beds [AB3]	417.0	Hoplites	92.35844883987696	1991-12-18	11:00:57	1900-01-01 18:15:57	M	2004-05-12	Turkmenistan	7118614835	John	Campos	John.Campos@gmail.com	GB89MOHA93076055634480	John	Campos	06/29
203	KHOREUTO BOLOU, Greece (847)	Pitra, Greece (PIT)	F/B IONIS	TRITON FERRIES	9.0	1.0	Cabin-4 Beds [AB4]	93.0	Retired NAT	36.59849180188731	1998-12-20	07:29:06	1900-01-01 14:59:06	M	2002-02-25	Uganda	682-833-3798x704	Robert	Walters	Robert.Walters@gmail.com	GB19HIOZ28323988155431	Robert	Walters	04/30
204	Larymna, Greece (LRY)	Platania, Greece (PIA)	VENUS 1	ANEK LINES	3.0	1.0	Aviation Seat [ATS]	317.0	No discount	83.51710936504311	1988-04-21	19:20:57	1900-01-02 03:04:57	F	1999-05-11	Guadeloupe	888.515.4856x76684	Jennifer	Brown	Jennifer.Brown@gmail.com	GB96BKUL90017279807645	Jennifer	Brown	05/31
205	AGIA GALINI RETHIMNOU (OLD LOCODE), Greece (701)	Andirrion, Greece (ANT)	MARE DI LEVANTE	ANES FERRIES	4.0	1.0	Aviation Seat [ATS]	3.0	No discount	24.70175197858417	2013-10-10	11:00:10	1900-01-01 22:56:10	M	1974-12-11	Micronesia	726-726-6786x1359	John	Wood	John.Wood@gmail.com	GB28WARQ40949830639340	John	Wood	06/25
206	KALLONE LESBOU, Greece (743)	Vouliagmeni, Greece (VLM)	SEMPEKO	SAOS	10.0	2.0	Cabin-3 Beds (Ext.) [A3]	341.0	No discount	57.982607266825596	1973-08-06	20:20:49	1900-01-02 15:29:49	M	1988-09-05	Saint Barthelemy	+1-108-209-1218x8457	Eric	May	Eric.May@gmail.com	GB10OIBZ32777162905671	Eric	May	10/29
207	Potamos Antikithera, Greece (POA)	KSULOKASTRO KORINTHIAS, Greece (798)	F/B KRITI II	SARONIC FERRIES	5.0	3.0	Cabin-4 Beds (Ext.) [A4]	21.0	Retired NAT	54.710803564165424	1988-02-13	18:58:28	1900-01-02 09:36:28	M	1978-11-22	Armenia	863.796.1268x32697	Steven	Mcdonald	Steven.Mcdonald@gmail.com	GB60JDUD37203004086365	Steven	Mcdonald	01/24
208	Shinari Zakynthou, Greece (SHI)	Amfilochia, Greece (AMF)	SUPERFAST II	GOUTOS LINES	4.0	4.0	Deck/Living Room [D] 	315.0	Three Children	60.75292347743732	1998-05-07	16:04:19	1900-01-02 11:55:19	M	1999-06-22	Benin	(483)082-9407x3455	Jimmy	Gibson	Jimmy.Gibson@gmail.com	GB49VRFK97920551872882	Jimmy	Gibson	10/31
209	Argostolion, Greece (ARM)	Agia Roumeli, Greece (ROU)	POSEIDON HELLAS	ANE KALYMNOU	10.0	2.0	Cabin-2 Beds (Ext.) [A2]	141.0	Hoplites	40.08693620614261	1994-01-28	13:39:28	1900-01-01 23:16:28	M	1990-12-19	Northern Mariana Islands	001-169-510-8804x4109	Stephen	Dalton	Stephen.Dalton@gmail.com	GB49ZVSR63067617387138	Stephen	Dalton	12/27
210	Oropos, Greece (ORO)	Altsi, Greece (ATS)	VENUS 1	DODEKANISSOS SEAWAYS	4.0	1.0	Cabin-2 Beds (Ext.) [A2]	92.0	Retired NAT	79.52827504786251	2017-07-07	05:49:03	1900-01-01 19:12:03	F	1983-06-13	Taiwan	(947)505-5736x57907	Elizabeth	Malone	Elizabeth.Malone@gmail.com	GB58JVDM14292045177841	Elizabeth	Malone	07/23
211	Anafi, Greece (ANA)	Koilas Ermionidos, Greece (KIN)	F/B PREVELIS	DODEKANISSOS SEAWAYS	6.0	3.0	Cabin-4 Beds (Ext.) [A4]	219.0	No discount	63.04096384422061	1983-02-28	03:56:50	1900-01-01 05:45:50	M	1972-03-25	Nicaragua	001-708-590-5025x237	Gary	Fox	Gary.Fox@gmail.com	GB82ZRNG51491789550238	Gary	Fox	07/25
212	Larymna, Greece (LRY)	Linoperamata Hrakliou, Greece (LIN)	MARMARI EXPRESS	GOUTOS LINES	6.0	3.0	Cabin-2 Beds [A2K]	36.0	Hoplites	86.63933929183901	1971-01-31	11:07:24	1900-01-01 14:15:24	F	2003-04-11	Qatar	752-713-1482x15725	Jennifer	Blanchard	Jennifer.Blanchard@gmail.com	GB64EVUO02697113091122	Jennifer	Blanchard	11/31
213	Volos, Greece (VOL)	Agia Marina Lerou, Greece (AML)	MASTERJET	SEA SPEED FERRIES	8.0	6.0	Cabin-2 Beds (Ext.) [A2]	37.0	Having many children	28.319747149517333	2016-07-05	09:42:22	1900-01-01 18:19:22	F	1981-02-22	Ecuador	+1-488-909-6564	Tiffany	Sweeney	Tiffany.Sweeney@gmail.com	GB34DOCO21303438377378	Tiffany	Sweeney	04/28
214	PLATAMONAS PIERIAS, Greece (816)	Drepano Riou, Greece (DRE)	ANDROS JET	AEGEAN FLYING DOLPHINS	7.0	2.0	Cabin-4 Beds [A4K]	162.0	College Student	91.5113761291815	1985-11-25	09:50:01	1900-01-02 04:48:01	M	1980-06-20	Lebanon	+1-346-698-1266x429	Michael	Caldwell	Michael.Caldwell@gmail.com	GB21ZNXV19129892803419	Michael	Caldwell	01/32
215	Agiokampos Larissas, Greece (AGK)	Altsi, Greece (ATS)	AERO 3 HIGHSPEED	AGIA MARINI NE	4.0	2.0	Cabin-2 Beds (Ext.) [A2]	393.0	Three Children	37.96347219980872	1993-03-18	15:34:05	1900-01-01 19:12:05	M	1985-07-22	Costa Rica	001-780-743-2158	Fred	Peters	Fred.Peters@gmail.com	GB06VFAP79018618288384	Fred	Peters	12/23
216	KITROS PIERIAS, Greece (753)	Galatas Troizinas, Greece (GAL)	MARMARI EXPRESS	NOVA FERRIES	5.0	2.0	Cabin-3 Beds [AB3]	155.0	College Student	51.897011234991815	1973-01-04	07:19:58	1900-01-02 03:00:58	M	1974-03-17	British Virgin Islands	592-136-2611	Joseph	James	Joseph.James@gmail.com	GB96FAUO58074442584416	Joseph	James	12/27
217	Psara, Greece (PAA)	Halikarnassus (Bodrum), Greece (TRBXN)	DODEKANISOS PRIDE	SEAJETS	7.0	4.0	Cabin-4 Beds [AB4]	285.0	Three Children	69.33788214196403	1994-10-24	16:00:20	1900-01-02 04:10:20	M	1989-02-20	Somalia	001-401-608-6472x292	David	Swanson	David.Swanson@gmail.com	GB45HATU97303972899416	David	Swanson	03/30
218	Mirties Kalimnou, Greece (MRS)	Agia Galini Rethimnou, Greece (PIL)	SEMPEKO 2	ZANTE FERRIES 	3.0	1.0	Cabin-3 Beds [AB3]	71.0	Having many children	44.08791761761806	1996-07-08	19:04:42	1900-01-02 00:54:42	M	1997-11-02	Moldova	920.549.2058x0355	Steven	Copeland	Steven.Copeland@gmail.com	GB13TSUD56205757625330	Steven	Copeland	10/24
219	Lagos (Porto-Lago), Greece (PTL)	Eydilos, Greece (EYD)	ANO CHORA	SEA SPEED FERRIES	2.0	1.0	Cabin-3 Beds (Ext.) [A3]	111.0	Three Children	74.86942435249969	1991-03-24	11:33:42	1900-01-02 04:50:42	M	1980-03-27	Western Sahara	472-930-6797x73348	Michael	Campos	Michael.Campos@gmail.com	GB59EVQU95507990046963	Michael	Campos	12/24
220	Lavrion (Laurium), Greece (LAV)	Kiato, Greece (KIO)	SUPERFAST II	SEBECO LINES	7.0	4.0	Cabin-2 Beds (Ext.) [AA2]	227.0	College Student	81.486500800726	1987-03-04	01:02:59	1900-01-01 17:11:59	F	1995-12-27	Montserrat	509.609.1266x6838	Hayley	Daniels	Hayley.Daniels@gmail.com	GB09AGEL31541497376563	Hayley	Daniels	09/24
221	Astakos, Greece (AST)	Psakhna, Greece (PSA)	FIOR DI LEVANTE	ALPHA LINES	7.0	3.0	Aviation Seat [ATS]	423.0	Having many children	86.8440456445799	1973-05-14	04:44:28	1900-01-01 12:25:28	F	1990-03-27	Kazakhstan	(691)564-7947x82774	Chelsea	Shaw	Chelsea.Shaw@gmail.com	GB82NMQN33292628174530	Chelsea	Shaw	07/25
222	KAMEIROS SKALA RHODES, Greece (KSK)	Platania, Greece (PIA)	AGIOS NEKTARIOS	MIKRES KYKLADES	4.0	2.0	Cabin-2 Beds (Ext.) [AA2]	163.0	Hoplites	31.885527070194808	1978-05-18	20:34:56	1900-01-01 23:31:56	M	1988-01-12	Puerto Rico	(945)021-5187x67916	James	Shaffer	James.Shaffer@gmail.com	GB61GVGF85779063350433	James	Shaffer	12/27
223	Karkinagri Ikarias, Greece (KAG)	Nea Kallikratia, Greece (NKA)	STAVROS	ΑΤΤΙCA GROUP	8.0	3.0	Cabin-3 Beds (Ext.) [A3]	70.0	College Student	43.331884733779	1976-02-13	01:07:40	1900-01-01 02:49:40	M	1999-03-23	Equatorial Guinea	320-180-2234x50146	Joseph	Huerta	Joseph.Huerta@gmail.com	GB50EVQB74676967786010	Joseph	Huerta	05/23
224	Pylos, Greece (PYL)	Nea Moudhania, Greece (NMA)	PANAGIA SPILIANI	KATEROS	2.0	2.0	Aviation Seat [ATS]	219.0	Having many children	39.262866604612164	2005-06-02	19:57:09	1900-01-01 23:36:09	F	1977-04-04	Haiti	908-958-8188x178	Lisa	Sparks	Lisa.Sparks@gmail.com	GB90MCYD69449964244533	Lisa	Sparks	05/26
225	Linaria, Greece (LIA)	Keramoti, Greece (KER)	SEMPEKO	IONION PELAGOS NE	10.0	1.0	Cabin-4 Beds (Ext.) [A4]	141.0	Three Children	24.545901898839283	1979-03-08	04:09:52	1900-01-01 11:34:52	F	1972-11-30	India	823-464-6217	Dana	Francis	Dana.Francis@gmail.com	GB53TGUO10080089878019	Dana	Francis	12/27
226	Kalamaki, Greece (KLM)	Antikyra, Greece (ATK)	BLUE STAR DELOS	NOVA FERRIES	7.0	7.0	Aviation Seat [ATS]	369.0	Retired NAT	69.8889329171784	2023-11-29	19:14:32	1900-01-02 13:54:32	F	1985-09-03	Niue	+1-581-483-6718x5769	Cynthia	Jackson	Cynthia.Jackson@gmail.com	GB15EHMX33113229363068	Cynthia	Jackson	07/32
227	Kythnos, Greece (KYT)	Lakkion, Greece (PKK)	FLYINGCAT 6	TWOWAY FERRIES	4.0	2.0	Cabin-3 Beds (Ext.) [A3]	419.0	Hoplites	51.83852435668622	2019-02-25	14:27:10	1900-01-01 19:03:10	F	1992-11-12	Andorra	144.553.1948x874	Laura	Fox	Laura.Fox@gmail.com	GB22ZJQT45672127664540	Laura	Fox	12/29
228	Khora Sfakion, Greece (CSF)	Epidavros, Greece (EPI)	MASTERJET	KERKYRAIKES GRAMMES	3.0	3.0	Cabin-2 Beds [A2K]	100.0	College Student	85.52112817199024	2009-10-24	00:43:44	1900-01-01 18:47:44	M	1979-07-03	Luxembourg	+1-015-925-9929x314	Wesley	Marquez	Wesley.Marquez@gmail.com	GB89MTJY64549481159432	Wesley	Marquez	01/27
229	Methoni, Greece (MET)	Palaia Epidavros, Greece (PEP)	IONION PELAGOS	ZANTE FERRIES 	9.0	6.0	Cabin-4 Beds (Ext.) [A4]	364.0	Having many children	31.0229790305525	1984-12-18	21:56:04	1900-01-02 06:03:04	F	1999-05-14	Swaziland	001-267-197-1837x3183	Cynthia	Riggs	Cynthia.Riggs@gmail.com	GB75HTLF90064187017996	Cynthia	Riggs	09/25
230	Kalamata, Greece (KLX)	BATHU KALUMNOU, Greece (721)	PANAGIA SPILIANI	FAST FERRIES	7.0	8.0	Cabin-4 Beds (Ext.) [A4]	186.0	College Student	85.5482877972731	2023-06-08	09:00:12	1900-01-02 01:07:12	F	1975-02-07	Falkland Islands (Malvinas)	699.345.7094	Heather	Perry	Heather.Perry@gmail.com	GB68POCH30227060848478	Heather	Perry	03/30
231	Lagos (Porto-Lago), Greece (PTL)	Agia Marina Fthiotidas, Greece (AGM)	CORFU SPIRIT	MINOAN LINES	2.0	1.0	Cabin-4 Beds [A4K]	144.0	Three Children	77.99077273574191	1993-09-17	20:49:54	1900-01-02 00:57:54	M	1983-05-19	Costa Rica	002.898.9077	Eric	Johnson	Eric.Johnson@gmail.com	GB43PNJI20660591543133	Eric	Johnson	07/29
232	Aspropirgos, Greece (ASS)	PISO LIVADI PAROS, Greece (857)	ZEFYROS	LEBANTE FERRIES	10.0	5.0	Cabin-3 Beds [AB3]	158.0	Having many children	55.83694153108255	1974-10-28	22:07:01	1900-01-02 05:39:01	F	2000-03-27	Congo	4602984596	Amy	Benson	Amy.Benson@gmail.com	GB03MMOQ49184410813017	Amy	Benson	03/24
233	Kyllini, Greece (KYL)	Gavdos Chanea, Greece (GAD)	F/B PORFYROUSA	IONION PELAGOS NE	3.0	4.0	Cabin-2 Beds [A2K]	260.0	College Student	38.43752734745302	1982-06-07	12:14:02	1900-01-01 19:27:02	M	1998-05-09	Nicaragua	(894)658-7874	Gary	Payne	Gary.Payne@gmail.com	GB25RPQT32152189172233	Gary	Payne	08/26
234	MARPISSA PAROS, Greece (773)	Kapsalion (Kythira), Greece (KAP)	FAST FERRIES ANDROS	KATEROS	5.0	5.0	Cabin-4 Beds [A4K]	223.0	Having many children	91.97194280113412	1991-07-25	09:32:10	1900-01-02 04:53:10	M	1981-04-28	Cook Islands	(867)224-8292x079	Kenneth	Kim	Kenneth.Kim@gmail.com	GB23DBCX83285773685659	Kenneth	Kim	12/23
235	Yaltra, Greece (YAL)	Mirties Kalimnou, Greece (MRS)	TERA JET	IONION PELAGOS NE	9.0	3.0	Cabin-4 Beds [A4K]	50.0	Retired NAT	53.16121864016125	2022-11-01	10:08:46	1900-01-02 02:33:46	M	2004-10-02	Slovenia	(966)565-7426x587	Dylan	Day	Dylan.Day@gmail.com	GB02YXFM87278512783439	Dylan	Day	06/29
236	Kassiopi Corfu, Greece (KSP)	Halikarnassus (Bodrum), Greece (TRBXN)	DODEKANISOS PRIDE	NOVA FERRIES	6.0	3.0	Cabin-4 Beds (Ext.) [A4]	324.0	Having many children	86.70214996090102	2019-12-16	09:01:35	1900-01-01 10:20:35	M	1990-03-11	Holy See (Vatican City State)	473.562.1411x78278	Paul	Austin	Paul.Austin@gmail.com	GB09JZXH11874748416387	Paul	Austin	09/29
237	Donousa Kykladon, Greece (DON)	Mylaki, Greece (MYL)	BLUE STAR PATMOS	KATEROS	8.0	3.0	Cabin-2 Beds (Ext.) [AA2]	142.0	Having many children	72.33316225843558	1984-03-06	14:38:28	1900-01-02 05:19:28	M	1995-10-01	Palestinian Territory	(693)726-2424	Jared	Decker	Jared.Decker@gmail.com	GB45IKRL40786454220856	Jared	Decker	09/29
238	Elafonissos Lakonias, Greece (ELN)	MUTIKAS AITOL/NIAS, Greece (785)	KERKYRA EXPRESS	SEA SPEED FERRIES	5.0	6.0	Cabin-4 Beds (Ext.) [A4]	200.0	Having many children	96.68452533595674	2001-06-28	04:23:18	1900-01-01 16:19:18	F	2004-04-19	Marshall Islands	001-564-111-1544x832	Lindsay	Hurley	Lindsay.Hurley@gmail.com	GB56VKLJ82884353853317	Lindsay	Hurley	11/30
239	Mesta Hiou, Greece (MHI)	ALUKE BOLOU, Greece (711)	WORLDCHAMPION JET	MINOAN LINES	10.0	7.0	Cabin-2 Beds (Ext.) [AA2]	26.0	Retired NAT	52.56103778605965	1994-08-09	06:00:11	1900-01-01 11:14:11	F	1978-02-05	Mayotte	(173)870-2738x43659	Sarah	Warner	Sarah.Warner@gmail.com	GB88ZXLA66374328175482	Sarah	Warner	12/23
240	Kos, Greece (KGS)	MARONEIA SETEIAS, Greece (774)	ARIADNI	SEA SPEED FERRIES	2.0	2.0	Cabin-4 Beds (Ext.) [A4]	273.0	No discount	59.12614568738542	2022-02-20	13:08:50	1900-01-01 21:52:50	F	1973-05-11	Marshall Islands	679.907.5645x8971	Elizabeth	Bryant	Elizabeth.Bryant@gmail.com	GB41PXGV41026137968360	Elizabeth	Bryant	07/24
241	Alonnisos, Greece (ALO)	Nea Kallikratia, Greece (NKA)	HIGHSPEED 4	ANE KALYMNOU	4.0	4.0	Deck/Living Room [D] 	354.0	Having many children	67.74968715712174	1971-10-17	08:12:30	1900-01-01 15:19:30	F	1974-02-21	Ethiopia	260.704.8660x14515	Lisa	Arnold	Lisa.Arnold@gmail.com	GB93TJKO59071105432562	Lisa	Arnold	01/26
242	MOKHLOS SETEIAS, Greece (782)	Venice, Greece (ITVCE)	FLYINGCAT 5	DODEKANISSOS SEAWAYS	7.0	4.0	Cabin-2 Beds [A2K]	256.0	Three Children	26.883399857377043	2015-01-05	19:10:06	1900-01-01 23:56:06	F	1981-07-12	Brazil	+1-942-926-0780x2875	Cynthia	Martinez	Cynthia.Martinez@gmail.com	GB96LTOL51055815213388	Cynthia	Martinez	10/25
243	Yerakini, Greece (YER)	Syros (Syra), Greece (JSY)	SMYRNA DI LEVANTE	NOVA FERRIES	1.0	2.0	Cabin-4 Beds [A4K]	296.0	Hoplites	62.82197559249602	2023-09-10	23:56:53	1900-01-02 06:18:53	M	1975-05-08	China	0120758151	Joel	Hicks	Joel.Hicks@gmail.com	GB08PAQK45329218898523	Joel	Hicks	04/26
244	PAKHEIA AMMOS IERAPETRA, Greece (810)	Canakkale, Greece (TR-CKZ)	BLUE HORIZON	ANE KALYMNOU	6.0	7.0	Cabin-4 Beds (Ext.) [A4]	23.0	Hoplites	18.8518399565579	1997-01-20	02:43:12	1900-01-01 13:42:12	F	1993-06-01	Cuba	001-599-064-8707	Karen	Alvarez	Karen.Alvarez@gmail.com	GB28YCAB68375948847952	Karen	Alvarez	07/31
245	Nea Stira, Greece (NST)	Andros, Greece (AND)	PANAGIA SPILIANI	DODEKANISSOS SEAWAYS	4.0	2.0	Cabin-2 Beds (Ext.) [AA2]	371.0	Retired NAT	40.52341002266418	1985-05-24	18:03:25	1900-01-02 08:53:25	F	2002-11-28	Vanuatu	2867116781	Joann	Delgado	Joann.Delgado@gmail.com	GB42UQCI90594968042056	Joann	Delgado	07/25
